query,perfume_id,perfume_name,brand,description
hakka by j-scent for date night,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
green and aromatic perfume notes,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
winter evening perfume with lotus and musk,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
fresh spicy perfume with green leaves,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
j-scent hakka perfume description,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
date night perfume with jasmine and iris,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
winter evening perfume with cedar and amber,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
hakka perfume notes for cold nights,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
musk and vanilla winter perfume,430,hakka,j-scent,"hakka by j-scent. accords: green, aromatic, fresh spicy. top notes: mint, green leaves, bergamot. middle notes: lotus, lily, jasmine, iris. base notes: musk, cedar, amber."
romantic winter perfume,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
vanilla scented perfume for a date,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
woody vanilla perfume notes,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
french perfume with oud and vanilla,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
elegant winter evening scent,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
perfume with rum and vanilla top notes,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
indian oud and vanilla fragrance,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
bortnikoff sans-fleurs perfume,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
perfume with ambergris and amyris,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
winter evening date night perfume,431,sans-fleurs,bortnikoff,"sans-fleurs by bortnikoff. accords: oud, woody, vanilla. top notes: rum, vanilla. middle notes: fennel, ambergris, amyris. base notes: agarwood (oud), woody notes, indian oud."
caramel apple perfume,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
romantic winter date scent,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
avon warm vanilla fragrance,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
winter evening perfume notes,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
scented candle like caramapple perfume,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
date night perfume with apple,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
avon perfume with green apple,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
lily and caramel perfume for winter,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
avon perfume middle notes green apple,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
find perfume like caramel apple,432,delicious-sensations-caramapple,avon,"delicious-sensations-caramapple by avon. accords: caramel, fruity, fresh. top notes: caramel. middle notes: green apple. base notes: lily."
full-speed-surfer avon perfume,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
ozonic fresh spicy notes perfume,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
romantic winter evening fragrance,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
date night scent with vetiver,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
avon full-speed-surfer warm vanilla,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
winter cold spice perfume,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
spicy betel pepper perfume notes,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
avon full-speed-surfer for date night,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
aromatic labdanum patchouli perfume,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
night out winter warm scent,433,full-speed-surfer,avon,"full-speed-surfer by avon. accords: ozonic, fresh spicy, aromatic. top notes: ozonic notes, lime. middle notes: peppermint, cardamom, betel pepper. base notes: vetiver, labdanum, patchouli."
rare-onyx perfume,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
avon rare-onyx notes,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
romantic winter evening perfume,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
date night perfume with amber,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
powdery musky perfume notes,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
dark plum perfume for winter,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
vanilla musk perfume description,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
avon rare-onyx fragrance review,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
rose lotus perfume notes,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
rare-onyx perfume for date night,434,rare-onyx,avon,"rare-onyx by avon. accords: musky, powdery, amber. top notes: dark plum wu mei, neroli, apricot. middle notes: rose, lotus, mimosa. base notes: musk, amber, vanilla."
romantic winter fragrance,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
clean blonde-rose perfume,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
woody rose scent for evening,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
date night perfume with jasmine,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
winter evening perfume notes,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
scented candle like blonde-rose,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
fragrance with peony and musk,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
clean rose perfume for cold nights,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
perfume with aldehydes and sandalwood,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
elegant winter fragrance with rose,435,blonde-rose,clean,"blonde-rose by clean. accords: woody, fresh, rose. top notes: aldehydes, water notes. middle notes: rose, peony, jasmine. base notes: musk, cedar, sandalwood."
romantic winter fragrance,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Fruit and flower perfume for evening,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Warm vanilla scent for date night,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Fenice by Gritti perfume notes,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Passionfruit and magnolia perfume,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Winter evening perfume with amber,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Sweet and woody musk fragrance,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Fruity and floral winter perfume,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Date night scent with orange blossom,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
Gritti Fenice perfume description,436,fenice,gritti,"fenice by gritti. accords: fruity, white floral, sweet. top notes: passionfruit, peach. middle notes: magnolia, lily, orange blossom, amber. base notes: musk, woodsy notes, jasmine."
romantic perfume for winter evenings,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
kenzo l'eau pour femme sunlight edition,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
floral and fruity perfume with cedar base,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
date night perfume with osmanthus and lotus,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
scented candle like kenzos l'eau pour femme,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
woody and fruity perfume for cold nights,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
perfume with warm vanilla and floral notes,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
kenzo l'eau pour femme limited edition review,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
floral fruity woody perfume with lemon top note,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
perfume for romantic winter dates,437,l-eau-kenzo-pour-femme-sunlight-edition-limitee,kenzo,"l-eau-kenzo-pour-femme-sunlight-edition-limitee by kenzo. accords: floral, fruity, woody. top notes: lemon. middle notes: osmanthus, lotus. base notes: cedar."
romantic winter perfume,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
tiare flower perfume notes,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
vanilla and sandalwood fragrance,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
sweet fruity perfume for date night,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
oriflame dare-to-shine scent description,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
jasmine and vanilla winter perfume,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
pink pepper and raspberry perfume,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
sandalwood and amber perfume notes,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
white floral perfume with vanilla base,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
dare-to-shine oriflame fruity sweet perfume,439,dare-to-shine,oriflame,"dare-to-shine by oriflame. accords: fruity, sweet, white floral. top notes: pear, raspberry, pink pepper. middle notes: tiare flower, jasmine sambac, heliotrope. base notes: vanilla, sandalwood, amber."
Rival perfume by Oriflame,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Warm spicy perfume with coffee notes,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Citrus and cinnamon date night scent,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Oriflame Rival winter evening perfume,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Spicy vanilla perfume for romantic evenings,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Coffee and patchouli Oriflame fragrance,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Oriflame Rival for winter dates,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Violet leaf and star anise perfume,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Patchouli and amber perfume for cold nights,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
Oriflame Rival winter date night scent,440,rival,oriflame,"rival by oriflame. accords: warm spicy, coffee, citrus. top notes: cinnamon, lemon, mandarin orange. middle notes: violet leaf, star anise, geranium. base notes: coffee, patchouli leaf, amber."
so essential perfume,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
romantic winter evening scent,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
sweet floral perfume notes,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
date night fragrance description,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
pomegranate and rose perfume,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
winter evening perfume with musk,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
floral sweet vanilla perfume,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
so essential by angel schlesser review,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
date night sweet pea rose perfume,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
winter evening kiwi nectarine fragrance,442,so-essential,angel-schlesser,"so-essential by angel-schlesser. accords: fruity, sweet, floral. top notes: pomegranate, mandarin orange, kiwi. middle notes: sweet pea, rose, nectarine. base notes: musk, patchouli."
promenade perfume,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
floral marine fragrance,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
sea water perfume notes,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
winter evening perfume scent,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
lotus mandarin perfume,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
date night floral perfume,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
freesia lily perfume notes,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
marine aquatic perfume review,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
white musk perfume base note,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
couples date night fragrance,443,promenade,faberlic,"promenade by faberlic. accords: floral, marine, aquatic. top notes: sea water, lotus, mandarin orange, freesia. middle notes: lily, peony, white rose, cloves. base notes: white musk, cedar."
romantic winter perfume,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
fabiulic fruity floral perfume,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
vanilla orchid perfume notes,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
perfect date night scent,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
sweet floral perfume accord,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
blackberry bergamot perfume,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
cedar musk winter fragrance,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
tiare flower perfume notes,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
winter evening perfume recommendation,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
faberlic boom-couture perfume review,444,boom-couture,faberlic,"boom-couture by faberlic. accords: fruity, sweet, floral. top notes: strawberry, wild strawberry, blackberry, bergamot. middle notes: vanilla orchid, tiare flower, freesia. base notes: musk, cedar."
romantic floral perfume,445,gracefl,faberlic,"gracefl by faberlic. accords: floral, fresh, citrus. top notes: lime. middle notes: freesia, peony, lily-of-the-valley, juniper. base notes: musk, cedar, amber."
